s1	s1-api-design-guidelines.md	35302	2026-09-10T09:39:58Z	https://raw.githubusercontent.com/swiftlang/swift-org-website/main/documentation/api-design-guidelines/index.md
s3	s3-swift-format-configuration.md	12413	2026-09-10T09:39:58Z	https://raw.githubusercontent.com/swiftlang/swift-format/main/Documentation/Configuration.md
s4	s4-stdlib-programmers-manual.md	30474	2026-09-10T09:39:59Z	https://raw.githubusercontent.com/swiftlang/swift/main/docs/StandardLibraryProgrammersManual.md
s5	s5-google-swift-style-guide.md	87819	2026-09-10T09:39:59Z	https://raw.githubusercontent.com/google/swift/gh-pages/index.md
s6	s6-linkedin-swift-style-guide.md	38670	2026-09-10T09:40:00Z	https://raw.githubusercontent.com/linkedin/swift-style-guide/master/README.md
